#CERTIFICATION_KEY,GENRE_KEY,APPELLATION_KEY,MENTION_KEY,LIEU_KEY,COULEUR_KEY,CEPAGE_KEY,LIBELLE
IGP,TRANQ,D83,,MAU,rose,SYR,IGP Tranquilles Var Maures Rosé Syrah
IGP,TRANQ,D83,,MAU,rose,GRN,IGP Tranquilles Var Maures Rosé Grenache Noir
IGP,TRANQ,D83,,MAU,rose,CS,IGP Tranquilles Var Maures Rosé Cabernet-Sauvignon
IGP,TRANQ,D83,,MAU,rose,CIN,IGP Tranquilles Var Maures Rosé Cinsaut
IGP,TRANQ,D83,,MAU,rose,MER,IGP Tranquilles Var Maures Rosé Merlot
IGP,TRANQ,D83,,MAU,rose,MOU,IGP Tranquilles Var Maures Rosé Mourvedre
IGP,TRANQ,D83,,MAU,rose,CEP,IGP Tranquilles Var Maures Rosé Autre
IGP,TRANQ,D83,,MAU,blanc,,IGP Tranquilles Var Maures Blanc 
IGP,TRANQ,D83,,MAU,blanc,ROL,IGP Tranquilles Var Maures Blanc Rolle-Vermentino
IGP,TRANQ,D83,,MAU,blanc,CHA,IGP Tranquilles Var Maures Blanc Chardonnay
IGP,TRANQ,D83,,MAU,blanc,SAU,IGP Tranquilles Var Maures Blanc Sauvignon
IGP,TRANQ,D83,,MAU,blanc,GRB,IGP Tranquilles Var Maures Blanc Grenache Blanc
IGP,TRANQ,D83,,MAU,blanc,VIO,IGP Tranquilles Var Maures Blanc Viognier
IGP,TRANQ,D83,,MAU,blanc,MAR,IGP Tranquilles Var Maures Blanc Marsanne
IGP,TRANQ,D83,,MAU,blanc,ROU,IGP Tranquilles Var Maures Blanc Roussanne
IGP,TRANQ,D83,,MAU,blanc,CLA,IGP Tranquilles Var Maures Blanc Clairette
IGP,TRANQ,D83,,MAU,blanc,CEP,IGP Tranquilles Var Maures Blanc Autre
IGP,TRANQ,D83,,MCA,rouge,,IGP Tranquilles Var Mont Caume Rouge 
IGP,TRANQ,D83,,MCA,rouge,SYR,IGP Tranquilles Var Mont Caume Rouge Syrah
IGP,TRANQ,D83,,MCA,rouge,GRN,IGP Tranquilles Var Mont Caume Rouge Grenache Noir
IGP,TRANQ,D83,,MCA,rouge,CS,IGP Tranquilles Var Mont Caume Rouge Cabernet-Sauvignon
IGP,TRANQ,D83,,MCA,rouge,CIN,IGP Tranquilles Var Mont Caume Rouge Cinsaut
IGP,TRANQ,D83,,MCA,rouge,MER,IGP Tranquilles Var Mont Caume Rouge Merlot
IGP,TRANQ,D83,,MCA,rouge,MOU,IGP Tranquilles Var Mont Caume Rouge Mourvedre
IGP,TRANQ,D83,,MCA,rouge,CEP,IGP Tranquilles Var Mont Caume Rouge Autre
IGP,TRANQ,D83,,MCA,rose,,IGP Tranquilles Var Mont Caume Rosé 
IGP,TRANQ,D83,,MCA,rose,SYR,IGP Tranquilles Var Mont Caume Rosé Syrah
IGP,TRANQ,D83,,MCA,rose,GRN,IGP Tranquilles Var Mont Caume Rosé Grenache Noir
IGP,TRANQ,D83,,MCA,rose,CS,IGP Tranquilles Var Mont Caume Rosé Cabernet-Sauvignon
IGP,TRANQ,D83,,MCA,rose,CIN,IGP Tranquilles Var Mont Caume Rosé Cinsaut
IGP,TRANQ,D83,,MCA,rose,MER,IGP Tranquilles Var Mont Caume Rosé Merlot
IGP,TRANQ,D83,,MCA,rose,MOU,IGP Tranquilles Var Mont Caume Rosé Mourvedre
IGP,TRANQ,D83,,MCA,rose,CEP,IGP Tranquilles Var Mont Caume Rosé Autre
IGP,TRANQ,D83,,MCA,blanc,,IGP Tranquilles Var Mont Caume Blanc 
IGP,TRANQ,D83,,MCA,blanc,ROL,IGP Tranquilles Var Mont Caume Blanc Rolle-Vermentino
IGP,TRANQ,D83,,MCA,blanc,CHA,IGP Tranquilles Var Mont Caume Blanc Chardonnay
IGP,TRANQ,D83,,MCA,blanc,SAU,IGP Tranquilles Var Mont Caume Blanc Sauvignon
IGP,TRANQ,D83,,MCA,blanc,GRB,IGP Tranquilles Var Mont Caume Blanc Grenache Blanc
IGP,TRANQ,D83,,MCA,blanc,VIO,IGP Tranquilles Var Mont Caume Blanc Viognier
IGP,TRANQ,D83,,MCA,blanc,MAR,IGP Tranquilles Var Mont Caume Blanc Marsanne
IGP,TRANQ,D83,,MCA,blanc,ROU,IGP Tranquilles Var Mont Caume Blanc Roussanne
IGP,TRANQ,D83,,MCA,blanc,CLA,IGP Tranquilles Var Mont Caume Blanc Clairette
IGP,TRANQ,D83,,MCA,blanc,CEP,IGP Tranquilles Var Mont Caume Blanc Autre
IGP,TRANQ,MAU,,,rouge,,IGP Tranquilles Maures Rouge 
IGP,TRANQ,MAU,,,rouge,SYR,IGP Tranquilles Maures Rouge Syrah
IGP,TRANQ,MAU,,,rouge,GRN,IGP Tranquilles Maures Rouge Grenache Noir
IGP,TRANQ,MAU,,,rouge,CS,IGP Tranquilles Maures Rouge Cabernet-Sauvignon
IGP,TRANQ,MAU,,,rouge,CIN,IGP Tranquilles Maures Rouge Cinsaut
IGP,TRANQ,MAU,,,rouge,MER,IGP Tranquilles Maures Rouge Merlot
IGP,TRANQ,MAU,,,rouge,MOU,IGP Tranquilles Maures Rouge Mourvedre
IGP,TRANQ,MAU,,,rouge,CEP,IGP Tranquilles Maures Rouge Autre
IGP,TRANQ,MAU,,,rose,,IGP Tranquilles Maures Rosé 
IGP,TRANQ,MAU,,,rose,SYR,IGP Tranquilles Maures Rosé Syrah
IGP,TRANQ,MAU,,,rose,GRN,IGP Tranquilles Maures Rosé Grenache Noir
IGP,TRANQ,MAU,,,rose,CS,IGP Tranquilles Maures Rosé Cabernet-Sauvignon
IGP,TRANQ,MAU,,,rose,CIN,IGP Tranquilles Maures Rosé Cinsaut
IGP,TRANQ,MAU,,,rose,MER,IGP Tranquilles Maures Rosé Merlot
IGP,TRANQ,MAU,,,rose,MOU,IGP Tranquilles Maures Rosé Mourvedre
IGP,TRANQ,MAU,,,rose,CEP,IGP Tranquilles Maures Rosé Autre
IGP,TRANQ,MAU,,,blanc,,IGP Tranquilles Maures Blanc 
IGP,TRANQ,MAU,,,blanc,ROL,IGP Tranquilles Maures Blanc Rolle-Vermentino
IGP,TRANQ,MAU,,,blanc,CHA,IGP Tranquilles Maures Blanc Chardonnay
IGP,TRANQ,MAU,,,blanc,SAU,IGP Tranquilles Maures Blanc Sauvignon
IGP,TRANQ,MAU,,,blanc,GRB,IGP Tranquilles Maures Blanc Grenache Blanc
IGP,TRANQ,MAU,,,blanc,VIO,IGP Tranquilles Maures Blanc Viognier
IGP,TRANQ,MAU,,,blanc,MAR,IGP Tranquilles Maures Blanc Marsanne
IGP,TRANQ,MAU,,,blanc,ROU,IGP Tranquilles Maures Blanc Roussanne
IGP,TRANQ,MAU,,,blanc,CLA,IGP Tranquilles Maures Blanc Clairette
IGP,TRANQ,MAU,,,blanc,CEP,IGP Tranquilles Maures Blanc Autre
IGP,TRANQ,MCA,,,rose,,IGP Tranquilles Mont Caume Rosé 
IGP,TRANQ,MCA,,,rose,SYR,IGP Tranquilles Mont Caume Rosé Syrah
IGP,TRANQ,MCA,,,rose,GRN,IGP Tranquilles Mont Caume Rosé Grenache Noir
IGP,TRANQ,MCA,,,rose,CS,IGP Tranquilles Mont Caume Rosé Cabernet-Sauvignon
IGP,TRANQ,MCA,,,rose,CIN,IGP Tranquilles Mont Caume Rosé Cinsaut
IGP,TRANQ,MCA,,,rose,MER,IGP Tranquilles Mont Caume Rosé Merlot
IGP,TRANQ,MCA,,,rose,MOU,IGP Tranquilles Mont Caume Rosé Mourvedre
IGP,TRANQ,MCA,,,rose,CEP,IGP Tranquilles Mont Caume Rosé Autre
IGP,TRANQ,MCA,,,rouge,,IGP Tranquilles Mont Caume Rouge 
IGP,TRANQ,MCA,,,rouge,SYR,IGP Tranquilles Mont Caume Rouge Syrah
IGP,TRANQ,MCA,,,rouge,GRN,IGP Tranquilles Mont Caume Rouge Grenache Noir
IGP,TRANQ,MCA,,,rouge,CS,IGP Tranquilles Mont Caume Rouge Cabernet-Sauvignon
IGP,TRANQ,MCA,,,rouge,CIN,IGP Tranquilles Mont Caume Rouge Cinsaut
IGP,TRANQ,MCA,,,rouge,MER,IGP Tranquilles Mont Caume Rouge Merlot
IGP,TRANQ,MCA,,,rouge,MOU,IGP Tranquilles Mont Caume Rouge Mourvedre
IGP,TRANQ,MCA,,,rouge,CEP,IGP Tranquilles Mont Caume Rouge Autre
IGP,TRANQ,MCA,,,blanc,,IGP Tranquilles Mont Caume Blanc 
IGP,TRANQ,MCA,,,blanc,ROL,IGP Tranquilles Mont Caume Blanc Rolle-Vermentino
IGP,TRANQ,MCA,,,blanc,CHA,IGP Tranquilles Mont Caume Blanc Chardonnay
IGP,TRANQ,MCA,,,blanc,SAU,IGP Tranquilles Mont Caume Blanc Sauvignon
IGP,TRANQ,MCA,,,blanc,GRB,IGP Tranquilles Mont Caume Blanc Grenache Blanc
IGP,TRANQ,MCA,,,blanc,VIO,IGP Tranquilles Mont Caume Blanc Viognier
IGP,TRANQ,MCA,,,blanc,MAR,IGP Tranquilles Mont Caume Blanc Marsanne
IGP,TRANQ,MCA,,,blanc,ROU,IGP Tranquilles Mont Caume Blanc Roussanne
IGP,TRANQ,MCA,,,blanc,CLA,IGP Tranquilles Mont Caume Blanc Clairette
IGP,TRANQ,MCA,,,blanc,CEP,IGP Tranquilles Mont Caume Blanc Autre
IGP,TRANQ,IGP,,,rouge,,IGP Tranquilles Autre IGP Rouge 
IGP,TRANQ,IGP,,,rose,,IGP Tranquilles Autre IGP Rosé 
IGP,TRANQ,IGP,,,blanc,,IGP Tranquilles Autre IGP Blanc 
IGP,EFF,MED,,,rouge,,IGP Effervescent Méditerranée Rouge 
IGP,EFF,MED,,,rouge,SYR,IGP Effervescent Méditerranée Rouge Syrah
IGP,EFF,MED,,,rouge,GRN,IGP Effervescent Méditerranée Rouge Grenache Noir
IGP,EFF,MED,,,rouge,CS,IGP Effervescent Méditerranée Rouge Cabernet-Sauvignon
IGP,EFF,MED,,,rouge,CIN,IGP Effervescent Méditerranée Rouge Cinsaut
IGP,EFF,MED,,,rouge,MER,IGP Effervescent Méditerranée Rouge Merlot
IGP,EFF,MED,,,rouge,MOU,IGP Effervescent Méditerranée Rouge Mourvedre
IGP,EFF,MED,,,rouge,MAR,IGP Effervescent Méditerranée Rouge Marselan
IGP,EFF,MED,,,rouge,CEP,IGP Effervescent Méditerranée Rouge Autre
IGP,EFF,MED,,,rose,,IGP Effervescent Méditerranée Rosé 
IGP,EFF,MED,,,rose,SYR,IGP Effervescent Méditerranée Rosé Syrah
IGP,EFF,MED,,,rose,GRN,IGP Effervescent Méditerranée Rosé Grenache Noir
IGP,EFF,MED,,,rose,CS,IGP Effervescent Méditerranée Rosé Cabernet-Sauvignon
IGP,EFF,MED,,,rose,CIN,IGP Effervescent Méditerranée Rosé Cinsaut
IGP,EFF,MED,,,rose,MER,IGP Effervescent Méditerranée Rosé Merlot
IGP,EFF,MED,,,rose,MOU,IGP Effervescent Méditerranée Rosé Mourvedre
IGP,EFF,MED,,,rose,MAR,IGP Effervescent Méditerranée Rosé Marselan
IGP,EFF,MED,,,rose,GRG,IGP Effervescent Méditerranée Rosé Grenache Gris
IGP,EFF,MED,,,rose,CEP,IGP Effervescent Méditerranée Rosé Autre
IGP,EFF,MED,,,blanc,,IGP Effervescent Méditerranée Blanc 
IGP,EFF,MED,,,blanc,ROL,IGP Effervescent Méditerranée Blanc Rolle-Vermentino
IGP,EFF,MED,,,blanc,CHA,IGP Effervescent Méditerranée Blanc Chardonnay
IGP,EFF,MED,,,blanc,SAU,IGP Effervescent Méditerranée Blanc Sauvignon
IGP,EFF,MED,,,blanc,GRB,IGP Effervescent Méditerranée Blanc Grenache Blanc
IGP,EFF,MED,,,blanc,VIO,IGP Effervescent Méditerranée Blanc Viognier
IGP,EFF,MED,,,blanc,MAR,IGP Effervescent Méditerranée Blanc Marsanne
IGP,EFF,MED,,,blanc,ROU,IGP Effervescent Méditerranée Blanc Roussanne
IGP,EFF,MED,,,blanc,CLA,IGP Effervescent Méditerranée Blanc Clairette
IGP,EFF,MED,,,blanc,MUH,IGP Effervescent Méditerranée Blanc Muscat de HAMBOURG
IGP,EFF,MED,,,blanc,CEP,IGP Effervescent Méditerranée Blanc Autre
IGP,EFF,D26,,,rouge,,IGP Effervescent Dréme Rouge 
IGP,EFF,D26,,,rouge,SYR,IGP Effervescent Dréme Rouge Syrah
IGP,EFF,D26,,,rouge,GRN,IGP Effervescent Dréme Rouge Grenache Noir
IGP,EFF,D26,,,rouge,CS,IGP Effervescent Dréme Rouge Cabernet-Sauvignon
IGP,EFF,D26,,,rouge,CIN,IGP Effervescent Dréme Rouge Cinsaut
IGP,EFF,D26,,,rouge,MER,IGP Effervescent Dréme Rouge Merlot
IGP,EFF,D26,,,rouge,MOU,IGP Effervescent Dréme Rouge Mourvedre
IGP,EFF,D26,,,rouge,CEP,IGP Effervescent Dréme Rouge Autre
IGP,EFF,D26,,,rose,,IGP Effervescent Dréme Rosé 
IGP,EFF,D26,,,rose,SYR,IGP Effervescent Dréme Rosé Syrah
IGP,EFF,D26,,,rose,GRN,IGP Effervescent Dréme Rosé Grenache Noir
IGP,EFF,D26,,,rose,CS,IGP Effervescent Dréme Rosé Cabernet-Sauvignon
IGP,EFF,D26,,,rose,CIN,IGP Effervescent Dréme Rosé Cinsaut
IGP,EFF,D26,,,rose,MER,IGP Effervescent Dréme Rosé Merlot
IGP,EFF,D26,,,rose,MOU,IGP Effervescent Dréme Rosé Mourvedre
IGP,EFF,D26,,,rose,GRG,IGP Effervescent Dréme Rosé Grenache Gris
IGP,EFF,D26,,,rose,CEP,IGP Effervescent Dréme Rosé Autre
IGP,EFF,D26,,,blanc,,IGP Effervescent Dréme Blanc 
IGP,EFF,D26,,,blanc,ROL,IGP Effervescent Dréme Blanc Rolle-Vermentino
IGP,EFF,D26,,,blanc,CHA,IGP Effervescent Dréme Blanc Chardonnay
IGP,EFF,D26,,,blanc,SAU,IGP Effervescent Dréme Blanc Sauvignon
IGP,EFF,D26,,,blanc,GRB,IGP Effervescent Dréme Blanc Grenache Blanc
IGP,EFF,D26,,,blanc,VIO,IGP Effervescent Dréme Blanc Viognier
IGP,EFF,D26,,,blanc,MAR,IGP Effervescent Dréme Blanc Marsanne
IGP,EFF,D26,,,blanc,ROU,IGP Effervescent Dréme Blanc Roussanne
IGP,EFF,D26,,,blanc,CLA,IGP Effervescent Dréme Blanc Clairette
IGP,EFF,D26,,,blanc,MUH,IGP Effervescent Dréme Blanc Muscat de HAMBOURG
IGP,EFF,D26,,,blanc,CEP,IGP Effervescent Dréme Blanc Autre
IGP,EFF,CBA,,,rouge,,IGP Effervescent Coteaux des Baronnies Rouge 
IGP,EFF,CBA,,,rouge,SYR,IGP Effervescent Coteaux des Baronnies Rouge Syrah
IGP,EFF,CBA,,,rouge,GRN,IGP Effervescent Coteaux des Baronnies Rouge Grenache Noir
IGP,EFF,CBA,,,rouge,CS,IGP Effervescent Coteaux des Baronnies Rouge Cabernet-Sauvignon
IGP,EFF,CBA,,,rouge,CIN,IGP Effervescent Coteaux des Baronnies Rouge Cinsaut
IGP,EFF,CBA,,,rouge,MER,IGP Effervescent Coteaux des Baronnies Rouge Merlot
IGP,EFF,CBA,,,rouge,MOU,IGP Effervescent Coteaux des Baronnies Rouge Mourvedre
IGP,EFF,CBA,,,rouge,CEP,IGP Effervescent Coteaux des Baronnies Rouge Autre
IGP,EFF,CBA,,,rose,,IGP Effervescent Coteaux des Baronnies Rosé 
IGP,EFF,CBA,,,rose,SYR,IGP Effervescent Coteaux des Baronnies Rosé Syrah
IGP,EFF,CBA,,,rose,GRN,IGP Effervescent Coteaux des Baronnies Rosé Grenache Noir
IGP,EFF,CBA,,,rose,CS,IGP Effervescent Coteaux des Baronnies Rosé Cabernet-Sauvignon
IGP,EFF,CBA,,,rose,CIN,IGP Effervescent Coteaux des Baronnies Rosé Cinsaut
IGP,EFF,CBA,,,rose,MER,IGP Effervescent Coteaux des Baronnies Rosé Merlot
IGP,EFF,CBA,,,rose,MOU,IGP Effervescent Coteaux des Baronnies Rosé Mourvedre
IGP,EFF,CBA,,,rose,GRG,IGP Effervescent Coteaux des Baronnies Rosé Grenache Gris
IGP,EFF,CBA,,,rose,CEP,IGP Effervescent Coteaux des Baronnies Rosé Autre
IGP,EFF,CBA,,,blanc,,IGP Effervescent Coteaux des Baronnies Blanc 
IGP,EFF,CBA,,,blanc,ROL,IGP Effervescent Coteaux des Baronnies Blanc Rolle-Vermentino
IGP,EFF,CBA,,,blanc,CHA,IGP Effervescent Coteaux des Baronnies Blanc Chardonnay
IGP,EFF,CBA,,,blanc,SAU,IGP Effervescent Coteaux des Baronnies Blanc Sauvignon
IGP,EFF,CBA,,,blanc,GRB,IGP Effervescent Coteaux des Baronnies Blanc Grenache Blanc
IGP,EFF,CBA,,,blanc,VIO,IGP Effervescent Coteaux des Baronnies Blanc Viognier
IGP,EFF,CBA,,,blanc,MAR,IGP Effervescent Coteaux des Baronnies Blanc Marsanne
IGP,EFF,CBA,,,blanc,ROU,IGP Effervescent Coteaux des Baronnies Blanc Roussanne
IGP,EFF,CBA,,,blanc,CLA,IGP Effervescent Coteaux des Baronnies Blanc Clairette
IGP,EFF,CBA,,,blanc,MUH,IGP Effervescent Coteaux des Baronnies Blanc Muscat de HAMBOURG
IGP,EFF,CBA,,,blanc,CEP,IGP Effervescent Coteaux des Baronnies Blanc Autre
IGP,EFF,D05,,,rouge,,IGP Effervescent Hautes Alpesﾠ Rouge 
IGP,EFF,D05,,,rouge,SYR,IGP Effervescent Hautes Alpesﾠ Rouge Syrah
IGP,EFF,D05,,,rouge,GRN,IGP Effervescent Hautes Alpesﾠ Rouge Grenache Noir
IGP,EFF,D05,,,rouge,CS,IGP Effervescent Hautes Alpesﾠ Rouge Cabernet-Sauvignon
IGP,EFF,D05,,,rouge,CIN,IGP Effervescent Hautes Alpesﾠ Rouge Cinsaut
IGP,EFF,D05,,,rouge,MER,IGP Effervescent Hautes Alpesﾠ Rouge Merlot
IGP,EFF,D05,,,rouge,MOL,IGP Effervescent Hautes Alpesﾠ Rouge Mollard
IGP,EFF,D05,,,rouge,CEP,IGP Effervescent Hautes Alpesﾠ Rouge Autre
IGP,EFF,D05,,,rose,,IGP Effervescent Hautes Alpesé Rosé 
IGP,EFF,D05,,,rose,SYR,IGP Effervescent Hautes Alpesé Rosé Syrah
IGP,EFF,D05,,,rose,GRN,IGP Effervescent Hautes Alpesé Rosé Grenache Noir
IGP,EFF,D05,,,rose,CS,IGP Effervescent Hautes Alpesé Rosé Cabernet-Sauvignon
IGP,EFF,D05,,,rose,CIN,IGP Effervescent Hautes Alpesé Rosé Cinsaut
IGP,EFF,D05,,,rose,MER,IGP Effervescent Hautes Alpesé Rosé Merlot
IGP,EFF,D05,,,rose,MOU,IGP Effervescent Hautes Alpesé Rosé Mourvedre
IGP,EFF,D05,,,rose,CEP,IGP Effervescent Hautes Alpesé Rosé Autre
IGP,EFF,D05,,,blanc,,IGP Effervescent Hautes Alpesﾠ Blanc 
IGP,EFF,D05,,,blanc,ROL,IGP Effervescent Hautes Alpesﾠ Blanc Rolle-Vermentino
IGP,EFF,D05,,,blanc,CHA,IGP Effervescent Hautes Alpesﾠ Blanc Chardonnay
IGP,EFF,D05,,,blanc,SAU,IGP Effervescent Hautes Alpesﾠ Blanc Sauvignon
IGP,EFF,D05,,,blanc,GRB,IGP Effervescent Hautes Alpesﾠ Blanc Grenache Blanc
IGP,EFF,D05,,,blanc,VIO,IGP Effervescent Hautes Alpesﾠ Blanc Viognier
IGP,EFF,D05,,,blanc,MAR,IGP Effervescent Hautes Alpesﾠ Blanc Marsanne
IGP,EFF,D05,,,blanc,ROU,IGP Effervescent Hautes Alpesﾠ Blanc Roussanne
IGP,EFF,D05,,,blanc,MPG,IGP Effervescent Hautes Alpesé Blanc Muscat é petits grains
IGP,EFF,D05,,,blanc,CEP,IGP Effervescent Hautes Alpesﾠ Blanc Autre
IGP,EFF,D07,,,rouge,,IGP Effervescent Ardéche Rouge 
IGP,EFF,D07,,,rouge,SYR,IGP Effervescent Ardéche Rouge Syrah
IGP,EFF,D07,,,rouge,GRN,IGP Effervescent Ardéche Rouge Grenache Noir
IGP,EFF,D07,,,rouge,CS,IGP Effervescent Ardéche Rouge Cabernet-Sauvignon
IGP,EFF,D07,,,rouge,CIN,IGP Effervescent Ardéche Rouge Cinsaut
IGP,EFF,D07,,,rouge,MER,IGP Effervescent Ardéche Rouge Merlot
IGP,EFF,D07,,,rouge,MOU,IGP Effervescent Ardéche Rouge Mourvedre
IGP,EFF,D07,,,rouge,PIN,IGP Effervescent Ardéche Rouge Pinot
IGP,EFF,D07,,,rouge,GAM,IGP Effervescent Ardéche Rouge Gamay
IGP,EFF,D07,,,rouge,CEP,IGP Effervescent Ardéche Rouge Autre
IGP,EFF,D07,,,rose,,IGP Effervescent Ardéche Rosé 
IGP,EFF,D07,,,rose,SYR,IGP Effervescent Ardéche Rosé Syrah
IGP,EFF,D07,,,rose,GRN,IGP Effervescent Ardéche Rosé Grenache Noir
IGP,EFF,D07,,,rose,CS,IGP Effervescent Ardéche Rosé Cabernet-Sauvignon
IGP,EFF,D07,,,rose,CIN,IGP Effervescent Ardéche Rosé Cinsaut
IGP,EFF,D07,,,rose,MER,IGP Effervescent Ardéche Rosé Merlot
IGP,EFF,D07,,,rose,MOU,IGP Effervescent Ardéche Rosé Mourvedre
IGP,EFF,D07,,,rose,GRG,IGP Effervescent Ardéche Rosé Grenache Gris
IGP,EFF,D07,,,rose,CEP,IGP Effervescent Ardéche Rosé Autre
IGP,EFF,D07,,,blanc,,IGP Effervescent Ardéche Blanc 
IGP,EFF,D07,,,blanc,ROL,IGP Effervescent Ardéche Blanc Rolle-Vermentino
IGP,EFF,D07,,,blanc,CHA,IGP Effervescent Ardéche Blanc Chardonnay
IGP,EFF,D07,,,blanc,SAU,IGP Effervescent Ardéche Blanc Sauvignon
IGP,EFF,D07,,,blanc,GRB,IGP Effervescent Ardéche Blanc Grenache Blanc
IGP,EFF,D07,,,blanc,VIO,IGP Effervescent Ardéche Blanc Viognier
IGP,EFF,D07,,,blanc,MAR,IGP Effervescent Ardéche Blanc Marsanne
IGP,EFF,D07,,,blanc,ROU,IGP Effervescent Ardéche Blanc Roussanne
IGP,EFF,D07,,,blanc,CLA,IGP Effervescent Ardéche Blanc Clairette
IGP,EFF,D07,,,blanc,MUH,IGP Effervescent Ardéche Blanc Muscat de HAMBOURG
IGP,EFF,D07,,,blanc,CEP,IGP Effervescent Ardéche Blanc Autre
IGP,EFF,CLR,,,rouge,,IGP Effervescent Collines Rhodaniennes Rouge 
IGP,EFF,CLR,,,rouge,SYR,IGP Effervescent Collines Rhodaniennes Rouge Syrah
IGP,EFF,CLR,,,rouge,GRN,IGP Effervescent Collines Rhodaniennes Rouge Grenache Noir
IGP,EFF,CLR,,,rouge,CS,IGP Effervescent Collines Rhodaniennes Rouge Cabernet-Sauvignon
IGP,EFF,CLR,,,rouge,CIN,IGP Effervescent Collines Rhodaniennes Rouge Cinsaut
IGP,EFF,CLR,,,rouge,MER,IGP Effervescent Collines Rhodaniennes Rouge Merlot
IGP,EFF,CLR,,,rouge,MOU,IGP Effervescent Collines Rhodaniennes Rouge Mourvedre
IGP,EFF,CLR,,,rouge,PIN,IGP Effervescent Collines Rhodaniennes Rouge Pinot
IGP,EFF,CLR,,,rouge,GAM,IGP Effervescent Collines Rhodaniennes Rouge Gamay
IGP,EFF,CLR,,,rouge,CEP,IGP Effervescent Collines Rhodaniennes Rouge Autre
IGP,EFF,CLR,,,rose,,IGP Effervescent Collines Rhodaniennes Rosé 
IGP,EFF,CLR,,,rose,SYR,IGP Effervescent Collines Rhodaniennes Rosé Syrah
IGP,EFF,CLR,,,rose,GRN,IGP Effervescent Collines Rhodaniennes Rosé Grenache Noir
IGP,EFF,CLR,,,rose,CS,IGP Effervescent Collines Rhodaniennes Rosé Cabernet-Sauvignon
IGP,EFF,CLR,,,rose,CIN,IGP Effervescent Collines Rhodaniennes Rosé Cinsaut
IGP,EFF,CLR,,,rose,MER,IGP Effervescent Collines Rhodaniennes Rosé Merlot
IGP,EFF,CLR,,,rose,MOU,IGP Effervescent Collines Rhodaniennes Rosé Mourvedre
IGP,EFF,CLR,,,rose,GRG,IGP Effervescent Collines Rhodaniennes Rosé Grenache Gris
IGP,EFF,CLR,,,blanc,,IGP Effervescent Collines Rhodaniennes Blanc 
IGP,EFF,CLR,,,blanc,ROL,IGP Effervescent Collines Rhodaniennes Blanc Rolle-Vermentino
IGP,EFF,CLR,,,blanc,CHA,IGP Effervescent Collines Rhodaniennes Blanc Chardonnay
IGP,EFF,CLR,,,blanc,SAU,IGP Effervescent Collines Rhodaniennes Blanc Sauvignon
IGP,EFF,CLR,,,blanc,GRB,IGP Effervescent Collines Rhodaniennes Blanc Grenache Blanc
IGP,EFF,CLR,,,blanc,VIO,IGP Effervescent Collines Rhodaniennes Blanc Viognier
IGP,EFF,CLR,,,blanc,MAR,IGP Effervescent Collines Rhodaniennes Blanc Marsanne
IGP,EFF,CLR,,,blanc,ROU,IGP Effervescent Collines Rhodaniennes Blanc Roussanne
IGP,EFF,CLR,,,blanc,CLA,IGP Effervescent Collines Rhodaniennes Blanc Clairette
IGP,EFF,CLR,,,blanc,MUH,IGP Effervescent Collines Rhodaniennes Blanc Muscat de HAMBOURG
IGP,EFF,CLR,,,blanc,CEP,IGP Effervescent Collines Rhodaniennes Blanc Autre
IGP,EFF,CTR,,,rouge,,IGP Effervescent Comté Rhodanien Rouge 
IGP,EFF,CTR,,,rouge,SYR,IGP Effervescent Comté Rhodanien Rouge Syrah
IGP,EFF,CTR,,,rouge,GRN,IGP Effervescent Comté Rhodanien Rouge Grenache Noir
IGP,EFF,CTR,,,rouge,CS,IGP Effervescent Comté Rhodanien Rouge Cabernet-Sauvignon
IGP,EFF,CTR,,,rouge,CIN,IGP Effervescent Comté Rhodanien Rouge Cinsaut
IGP,EFF,CTR,,,rouge,MER,IGP Effervescent Comté Rhodanien Rouge Merlot
IGP,EFF,CTR,,,rouge,MOU,IGP Effervescent Comté Rhodanien Rouge Mourvedre
IGP,EFF,CTR,,,rouge,PIN,IGP Effervescent Comté Rhodanien Rouge Pinot
IGP,EFF,CTR,,,rouge,GAM,IGP Effervescent Comté Rhodanien Rouge Gamay
IGP,EFF,CTR,,,rouge,CEP,IGP Effervescent Comté Rhodanien Rouge autre
IGP,EFF,CTR,,,rose,,IGP Effervescent Comté Rhodanien Rosé 
IGP,EFF,CTR,,,rose,SYR,IGP Effervescent Comté Rhodanien Rosé Syrah
IGP,EFF,CTR,,,rose,GRN,IGP Effervescent Comté Rhodanien Rosé Grenache Noir
IGP,EFF,CTR,,,rose,CS,IGP Effervescent Comté Rhodanien Rosé Cabernet-Sauvignon
IGP,EFF,CTR,,,rose,CIN,IGP Effervescent Comté Rhodanien Rosé Cinsaut
IGP,EFF,CTR,,,rose,MER,IGP Effervescent Comté Rhodanien Rosé Merlot
IGP,EFF,CTR,,,rose,MOU,IGP Effervescent Comté Rhodanien Rosé Mourvedre
IGP,EFF,CTR,,,rose,GRG,IGP Effervescent Comté Rhodanien Rosé Grenache Gris
IGP,EFF,CTR,,,rose,CEP,IGP Effervescent Comté Rhodanien Rosé Autre
IGP,EFF,CTR,,,blanc,,IGP Effervescent Comté Rhodanien Blanc 
IGP,EFF,CTR,,,blanc,ROL,IGP Effervescent Comté Rhodanien Blanc Rolle-Vermentino
IGP,EFF,CTR,,,blanc,CHA,IGP Effervescent Comté Rhodanien Blanc Chardonnay
