#CERTIFICATION_KEY,GENRE_KEY,APPELLATION_KEY,MENTION_KEY,LIEU_KEY,COULEUR_KEY,CEPAGE_KEY,LIBELLE
IGP,EFF,D83,,MCA,rouge,CIN,IGP Effervescent Var Mont Caume Rouge Cinsaut
IGP,EFF,D83,,MCA,rouge,MER,IGP Effervescent Var Mont Caume Rouge Merlot
IGP,EFF,D83,,MCA,rouge,MOU,IGP Effervescent Var Mont Caume Rouge Mourvedre
IGP,EFF,D83,,MCA,rouge,CEP,IGP Effervescent Var Mont Caume Rouge Autre
IGP,EFF,D83,,MCA,rose,,IGP Effervescent Var Mont Caume Rosé 
IGP,EFF,D83,,MCA,rose,SYR,IGP Effervescent Var Mont Caume Rosé Syrah
IGP,EFF,D83,,MCA,rose,GRN,IGP Effervescent Var Mont Caume Rosé Grenache Noir
IGP,EFF,D83,,MCA,rose,CS,IGP Effervescent Var Mont Caume Rosé Cabernet-Sauvignon
IGP,EFF,D83,,MCA,rose,CIN,IGP Effervescent Var Mont Caume Rosé Cinsaut
IGP,EFF,D83,,MCA,rose,MER,IGP Effervescent Var Mont Caume Rosé Merlot
IGP,EFF,D83,,MCA,rose,MOU,IGP Effervescent Var Mont Caume Rosé Mourvedre
IGP,EFF,D83,,MCA,rose,CEP,IGP Effervescent Var Mont Caume Rosé Autre
IGP,EFF,D83,,MCA,blanc,,IGP Effervescent Var Mont Caume Blanc 
IGP,EFF,D83,,MCA,blanc,ROL,IGP Effervescent Var Mont Caume Blanc Rolle-Vermentino
IGP,EFF,D83,,MCA,blanc,CHA,IGP Effervescent Var Mont Caume Blanc Chardonnay
IGP,EFF,D83,,MCA,blanc,SAU,IGP Effervescent Var Mont Caume Blanc Sauvignon
IGP,EFF,D83,,MCA,blanc,GRB,IGP Effervescent Var Mont Caume Blanc Grenache Blanc
IGP,EFF,D83,,MCA,blanc,VIO,IGP Effervescent Var Mont Caume Blanc Viognier
IGP,EFF,D83,,MCA,blanc,MAR,IGP Effervescent Var Mont Caume Blanc Marsanne
IGP,EFF,D83,,MCA,blanc,ROU,IGP Effervescent Var Mont Caume Blanc Roussanne
IGP,EFF,D83,,MCA,blanc,CLA,IGP Effervescent Var Mont Caume Blanc Clairette
IGP,EFF,D83,,MCA,blanc,CEP,IGP Effervescent Var Mont Caume Blanc Autre
IGP,EFF,MAU,,,rouge,,IGP Effervescent Maures Rouge 
IGP,EFF,MAU,,,rouge,SYR,IGP Effervescent Maures Rouge Syrah
IGP,EFF,MAU,,,rouge,GRN,IGP Effervescent Maures Rouge Grenache Noir
IGP,EFF,MAU,,,rouge,CS,IGP Effervescent Maures Rouge Cabernet-Sauvignon
IGP,EFF,MAU,,,rouge,CIN,IGP Effervescent Maures Rouge Cinsaut
IGP,EFF,MAU,,,rouge,MER,IGP Effervescent Maures Rouge Merlot
IGP,EFF,MAU,,,rouge,MOU,IGP Effervescent Maures Rouge Mourvedre
IGP,EFF,MAU,,,rouge,CEP,IGP Effervescent Maures Rouge Autre
IGP,EFF,MAU,,,blanc,,IGP Effervescent Maures Blanc 
IGP,EFF,MAU,,,blanc,ROL,IGP Effervescent Maures Blanc Rolle-Vermentino
IGP,EFF,MAU,,,blanc,CHA,IGP Effervescent Maures Blanc Chardonnay
IGP,EFF,MAU,,,blanc,SAU,IGP Effervescent Maures Blanc Sauvignon
IGP,EFF,MAU,,,blanc,GRB,IGP Effervescent Maures Blanc Grenache Blanc
IGP,EFF,MAU,,,blanc,VIO,IGP Effervescent Maures Blanc Viognier
IGP,EFF,MAU,,,blanc,MAR,IGP Effervescent Maures Blanc Marsanne
IGP,EFF,MAU,,,blanc,ROU,IGP Effervescent Maures Blanc Roussanne
IGP,EFF,MAU,,,blanc,CLA,IGP Effervescent Maures Blanc Clairette
IGP,EFF,MAU,,,blanc,CEP,IGP Effervescent Maures Blanc Autre
IGP,EFF,MAU,,,rose,,IGP Effervescent Maures Rosé 
IGP,EFF,MAU,,,rose,SYR,IGP Effervescent Maures Rosé Syrah
IGP,EFF,MAU,,,rose,GRN,IGP Effervescent Maures Rosé Grenache Noir
IGP,EFF,MAU,,,rose,CS,IGP Effervescent Maures Rosé Cabernet-Sauvignon
IGP,EFF,MAU,,,rose,CIN,IGP Effervescent Maures Rosé Cinsaut
IGP,EFF,MAU,,,rose,MER,IGP Effervescent Maures Rosé Merlot
IGP,EFF,MAU,,,rose,MOU,IGP Effervescent Maures Rosé Mourvedre
IGP,EFF,MAU,,,rose,CEP,IGP Effervescent Maures Rosé Autre
IGP,EFF,MCA,,,rouge,,IGP Effervescent Mont Caume Rouge 
IGP,EFF,MCA,,,rouge,SYR,IGP Effervescent Mont Caume Rouge Syrah
IGP,EFF,MCA,,,rouge,GRN,IGP Effervescent Mont Caume Rouge Grenache Noir
IGP,EFF,MCA,,,rouge,CS,IGP Effervescent Mont Caume Rouge Cabernet-Sauvignon
IGP,EFF,MCA,,,rouge,CIN,IGP Effervescent Mont Caume Rouge Cinsaut
IGP,EFF,MCA,,,rouge,MER,IGP Effervescent Mont Caume Rouge Merlot
IGP,EFF,MCA,,,rouge,MOU,IGP Effervescent Mont Caume Rouge Mourvedre
IGP,EFF,MCA,,,rouge,CEP,IGP Effervescent Mont Caume Rouge Autre
IGP,EFF,MCA,,,blanc,,IGP Effervescent Mont Caume Blanc 
IGP,EFF,MCA,,,blanc,ROL,IGP Effervescent Mont Caume Blanc Rolle-Vermentino
IGP,EFF,MCA,,,blanc,CHA,IGP Effervescent Mont Caume Blanc Chardonnay
IGP,EFF,MCA,,,blanc,SAU,IGP Effervescent Mont Caume Blanc Sauvignon
IGP,EFF,MCA,,,blanc,GRB,IGP Effervescent Mont Caume Blanc Grenache Blanc
IGP,EFF,MCA,,,blanc,VIO,IGP Effervescent Mont Caume Blanc Viognier
IGP,EFF,MCA,,,blanc,MAR,IGP Effervescent Mont Caume Blanc Marsanne
IGP,EFF,MCA,,,blanc,ROU,IGP Effervescent Mont Caume Blanc Roussanne
IGP,EFF,MCA,,,blanc,CLA,IGP Effervescent Mont Caume Blanc Clairette
IGP,EFF,MCA,,,blanc,CEP,IGP Effervescent Mont Caume Blanc Autre
IGP,EFF,MCA,,,rose,,IGP Effervescent Mont Caume Rosé 
IGP,EFF,MCA,,,rose,SYR,IGP Effervescent Mont Caume Rosé Syrah
IGP,EFF,MCA,,,rose,GRN,IGP Effervescent Mont Caume Rosé Grenache Noir
IGP,EFF,MCA,,,rose,CS,IGP Effervescent Mont Caume Rosé Cabernet-Sauvignon
IGP,EFF,MCA,,,rose,CIN,IGP Effervescent Mont Caume Rosé Cinsaut
IGP,EFF,MCA,,,rose,MER,IGP Effervescent Mont Caume Rosé Merlot
IGP,EFF,MCA,,,rose,MOU,IGP Effervescent Mont Caume Rosé Mourvedre
IGP,EFF,MCA,,,rose,CEP,IGP Effervescent Mont Caume Rosé Autre
