"#CATEGORIE_LIBELLE";"CATEGORIE_CODE";"GENRE_LIBELLE";"GENRE_CODE";"DENOMINATION_LIBELLE";"DENOMINATION_CODE";"LIEU_LIBELLE";"LIEU_CODE";"COULEUR_LIBELLE";"COULEUR_CODE";"CEPAGE_LIBELLE";"CEPAGE_CODE";"LABELS";"DEPARTEMENTS";"DROITS_DOUANE";"DROITS_CVO";"DRM_VRAC";"OIOC";"REPLI_ENTREE";"REPLI_SORTIE";"DECLASSEMENT_ENTREE";"DECLASSEMENT_SORTIE"
"AOP";"AOP";"Tranquilles";"TRANQ";"Costieres de Nimes";"CDN";;;"Rouge";1;;;"AB:Agriculture Biologique|AR:Agriculture Raisonnée|BD:Biodynamie|ABC:AB en conversion";30;"L387_AOP//3,6/2012-01-01/G";"CDN/CDN/5/2012-01-01/A";1;;0;0;0;1
"AOP";"AOP";"Tranquilles";"TRANQ";"Costieres de Nimes";"CDN";;;"Rosé";2;;;"AB:Agriculture Biologique|AR:Agriculture Raisonnée|BD:Biodynamie|ABC:AB en conversion";30;"L387_AOP//3,6/2012-01-01/G";"CDN/CDN/5/2012-01-01/A";1;;0;0;0;1
"AOP";"AOP";"Tranquilles";"TRANQ";"Costieres de Nimes";"CDN";;;"Blanc";3;;;"AB:Agriculture Biologique|AR:Agriculture Raisonnée|BD:Biodynamie|ABC:AB en conversion";30;"L387_AOP//3,6/2012-01-01/G";"CDN/CDN/5/2012-01-01/A";1;;0;0;0;1
"AOP";"AOP";"Tranquilles";"TRANQ";"Luberon";"LUB";;;"Rouge";1;;;"AB:Agriculture Biologique|AR:Agriculture Raisonnée|BD:Biodynamie|ABC:AB en conversion";84;"L387_AOP//3,6/2012-01-01/G";"LUB/LUB/2,74/2012-01-01/A";1;;0;0;0;1
"AOP";"AOP";"Tranquilles";"TRANQ";"Luberon";"LUB";;;"Rosé";2;;;"AB:Agriculture Biologique|AR:Agriculture Raisonnée|BD:Biodynamie|ABC:AB en conversion";84;"L387_AOP//3,6/2012-01-01/G";"LUB/LUB/2,74/2012-01-01/A";1;;0;0;0;1
"AOP";"AOP";"Tranquilles";"TRANQ";"Luberon";"LUB";;;"Blanc";3;;;"AB:Agriculture Biologique|AR:Agriculture Raisonnée|BD:Biodynamie|ABC:AB en conversion";84;"L387_AOP//3,6/2012-01-01/G";"LUB/LUB/2,74/2012-01-01/A";1;;0;0;0;1
"AOP";"AOP";"Tranquilles";"TRANQ";"Grignan les Adhémar";"GLA";;;"Rouge";1;;;"AB:Agriculture Biologique|AR:Agriculture Raisonnée|BD:Biodynamie|ABC:AB en conversion";26;"L387_AOP//3,6/2012-01-01/G";"GLA/GLA/4/2012-01-01/A";1;;0;0;0;1
"AOP";"AOP";"Tranquilles";"TRANQ";"Grignan les Adhémar";"GLA";;;"Rosé";2;;;"AB:Agriculture Biologique|AR:Agriculture Raisonnée|BD:Biodynamie|ABC:AB en conversion";26;"L387_AOP//3,6/2012-01-01/G";"GLA/GLA/4/2012-01-01/A";1;;0;0;0;1
"AOP";"AOP";"Tranquilles";"TRANQ";"Grignan les Adhémar";"GLA";;;"Blanc";3;;;"AB:Agriculture Biologique|AR:Agriculture Raisonnée|BD:Biodynamie|ABC:AB en conversion";26;"L387_AOP//3,6/2012-01-01/G";"GLA/GLA/4/2012-01-01/A";1;;0;0;0;1
"AOP";"AOP";"Tranquilles";"TRANQ";"Ventoux";"CVX";;;"Rouge";1;;;"AB:Agriculture Biologique|AR:Agriculture Raisonnée|BD:Biodynamie|ABC:AB en conversion";84;"L387_AOP//3,6/2012-01-01/G";"CVX/CVX/3/2012-01-01/A";1;;0;0;0;1
"AOP";"AOP";"Tranquilles";"TRANQ";"Ventoux";"CVX";;;"Rosé";2;;;"AB:Agriculture Biologique|AR:Agriculture Raisonnée|BD:Biodynamie|ABC:AB en conversion";84;"L387_AOP//3,6/2012-01-01/G";"CVX/CVX/3/2012-01-01/A";1;;0;0;0;1
"AOP";"AOP";"Tranquilles";"TRANQ";"Ventoux";"CVX";;;"Blanc";3;;;"AB:Agriculture Biologique|AR:Agriculture Raisonnée|BD:Biodynamie|ABC:AB en conversion";84;"L387_AOP//3,6/2012-01-01/G";"CVX/CVX/3/2012-01-01/A";1;;0;0;0;1
"AOP";"AOP";"Tranquilles";"TRANQ";"Cotes du Vivarais";"VIV";;;"Rouge";1;;;"AB:Agriculture Biologique|AR:Agriculture Raisonnée|BD:Biodynamie|ABC:AB en conversion";"30,07";"L387_AOP//3,6/2012-01-01/G";"VIV/VIV/2,42/2012-01-01/A";1;;0;0;0;1
"AOP";"AOP";"Tranquilles";"TRANQ";"Cotes du Vivarais";"VIV";;;"Rosé";2;;;"AB:Agriculture Biologique|AR:Agriculture Raisonnée|BD:Biodynamie|ABC:AB en conversion";"30,07";"L387_AOP//3,6/2012-01-01/G";"VIV/VIV/2,42/2012-01-01/A";1;;0;0;0;1
"AOP";"AOP";"Tranquilles";"TRANQ";"Cotes du Vivarais";"VIV";;;"Blanc";3;;;"AB:Agriculture Biologique|AR:Agriculture Raisonnée|BD:Biodynamie|ABC:AB en conversion";"30,07";"L387_AOP//3,6/2012-01-01/G";"VIV/VIV/2,42/2012-01-01/A";1;;0;0;0;1
"AOP";"AOP";"Tranquilles";"TRANQ";"Clairette de Bellegarde";"CDB";;;"Blanc";3;;;"AB:Agriculture Biologique|AR:Agriculture Raisonnée|BD:Biodynamie|ABC:AB en conversion";30;"L387_AOP//3,6/2012-01-01/G";"CDB/CDB/5/2012-01-01/A";1;;0;0;0;1
